Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes,Labels
Commissariat central de police d'Angoulême,"J'ai été verbalisé pour tapage nocturne à la suite d'un conflit familial ! J'assume totalement ce "" délit "" .... Après j'ai eu au téléphone une Policière compréhensive et qui a pris le temps d'échanger avec moi. Pour cela Merci bcp !! Oui la police ne fait pas de social à la base mais la oui dans l'écoute !! Merci bcp !!!","Place du Champs de Mars, 16000 Angoulême",il y a 3 semaines, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat central de police d'Angoulême,"Personnel bienveillant et à l'écoute malgré un travail colossal et le manque de moyens. Respecte les droits, bienveillance avec les gardés à vue, un suivi de procédure nikel","Place du Champs de Mars, 16000 Angoulême",il y a 1e semaine, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Bordeaux - Secteur Bastide,"Fermé mardi / jeudi, entre midi et 14h, a 17h30 un vendredi affichant pourtant 18h. Je demande un autre commissariat on m'envoie a Meriadeck qui m'informe de 3h dattente... Bienvenue a l'administration publique où règnent desengagement, irresponsabilité... Vive la France.","13 All. Serr, 33000 Bordeaux",il y a 10 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Bordeaux - Secteur Bastide,"Dans les rares horaires d'ouverture (3 jours sur 5 et fermé entre midi et 14h), un agent (?) en tenue civile nous demande d'expliquer la raison de notre venue sur le palier, dans la rue, sans aucune discrétion, pour finalement entendre dire d'aller dans un autre commissariat. Autant laisser la grille fermée 100% du temps, ce sera plus efficace !","13 All. Serr, 33000 Bordeaux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Bordeaux - Secteur Bastide,"Horribles et  pas du tout égale. Mal organisé. On est agresser par des gens pour porter plainte, on a entendu plus 6 heurs. Et sans explication. Et c e nous est victimes. On se sent encore une fois mal traité ici.","13 All. Serr, 33000 Bordeaux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Bordeaux - Secteur Bastide,"Accueillant,vraiment à l'écoute.Transparernt et de très bons conseils.
Merci à vous.","13 All. Serr, 33000 Bordeaux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Bordeaux - Secteur Bastide,Ils accusent sans savoir et di …,"13 All. Serr, 33000 Bordeaux",il y a 8 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Tulle,"Au cow boy que visiblement tout le monde deteste dans tulle, oui toi le fonctionnaire de police (barbe blanchatre) payé par le contribuable et qui se permet de pruner sans relache avec vice et malice, il est vraiment dommage que la retraite approche parce qu'un stage dans un quartier chaud aurait surement calmé tes hormones. Mr le commissaire, il faut agir et sonder votre population. Le comportement de ce fonctionnaire n'est pas tolérable.","2 Rue Anne Vialle, 19000 Tulle",il y a 9 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Tulle,"Je suis de passage pour la journée à Tulle.
Il y a une grande rue avec un ""Cédez le passage"" pour une sortie de parking (!!!), je passe et une voiture de Police force le passage alors que j'étais déjà …","2 Rue Anne Vialle, 19000 Tulle",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Tulle,Merci beaucoup à la police de Tulle pour leur aide lors de ma panne. Très serviable.,"2 Rue Anne Vialle, 19000 Tulle",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Châtellerault,"""On a mieux à faire que de gérer des problèmes conjugaux et parentaux"".
=> Effectivement, il y a eu un problème de vol d'alcool à Intermarché. Il faut sûrement envoyer du monde. Go go go.

Gérer un problème en amont évite qu'il devienne plus grave demain. Attendre qu'une situation s'envenime et dégénère au détriment d'une fillette de 5 ans montre bien le fossé entre votre attitude et ce dont ce monde a vraiment besoin.","1 All. du Réseau Alfred 1943-1944, 86100 Châtellerault",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Châtellerault,"Pas aimable , se qui me dégoûte c'est qu'ils parlent d'appliquer la lois mais ils respectents rien. …","1 All. du Réseau Alfred 1943-1944, 86100 Châtellerault",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Châtellerault,"On demande des renseignements simple et en retour on a des sous entendu du genre ""il faut réfléchir un peu. /Pour vous ça va être compliqué."" Et j'en passe... Ne vous faites pas arrêter de nuits car pour eux le tazer et un joué.et surtout …","1 All. du Réseau Alfred 1943-1944, 86100 Châtellerault",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Châtellerault,"Incompétent, on les appellent pour tapage nocturne et ne viennent pas bravo la police de Châtellerault.","1 All. du Réseau Alfred 1943-1944, 86100 Châtellerault",il y a 10 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Châtellerault,"Le commissariat est propre, les policiers respectueux, sympathique et à l'écoute. Merci à eux pour leur soutient","1 All. du Réseau Alfred 1943-1944, 86100 Châtellerault",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Châtellerault,Des policiers à l'écoute très sympathique merci beaucoup ❤️,"1 All. du Réseau Alfred 1943-1944, 86100 Châtellerault",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Châtellerault,Soutien total aux forces de l'ordre !,"1 All. du Réseau Alfred 1943-1944, 86100 Châtellerault",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
INSPECTION GENERALE DE LA POLICE NATIONALE - 33700,"Super service et super réactivité
J'avais une question sur la possibilité d'un déplacement par rapport aux restrictions Covid. La réponse était claire et concise. Il m'a été conseillé de faire une capture d'écran et l'imprimer en cas de contrôle.
Bravo à ce nouveau service qui manquait enormemement et qui fait gagner du temps.","Pass. de la Remonte, 33700 Mérignac",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
INSPECTION GENERALE DE LA POLICE NATIONALE - 33700,Très pratique pour faciliter les démarches,"Pass. de la Remonte, 33700 Mérignac",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
INSPECTION GENERALE DE LA POLICE NATIONALE - 33700,Réactifs et de bon conseils,"Pass. de la Remonte, 33700 Mérignac",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
INSPECTION GENERALE DE LA POLICE NATIONALE - 33700,Visite de courtoisie.,"Pass. de la Remonte, 33700 Mérignac",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
INSPECTION GENERALE DE LA POLICE NATIONALE - 33700,Top,"Pass. de la Remonte, 33700 Mérignac",il y a 7 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
INSPECTION GENERALE DE LA POLICE NATIONALE - 33700,Brillant …,"Pass. de la Remonte, 33700 Mérignac",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Gendarmerie Nationale,"J’ai reçu un avis de contravention signifiant que je roulais avec le portable .
Lieu de l’infraction juste devant la caserne
Cela me paraît assez incroyable vu que je passe tous les jours devant et que personne ne m’a jamais arrêté pour prouver l infraction .
Cela signifie qu’il se planque au stop ou qu’ils nous regardent de la guérite c’est tellement plus simple et tellement plus reposant
Et que dire du comportement des gendarmes et de leur famille qui rentrent et sortent de la caserne sans jamais vraiment ralentir et pensant avoir forcément tous les droits . c’est vraiment une honte.","59 Rue Seguineau, 33700 Mérignac",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Gendarmerie Nationale,Très bon accueil et nous repartons avec beaucoup d'infos qui permettent à ma fille de voir plus clair même s'il faut encore beaucoup de réflexions et laisser faire le temps. Merci,"59 Rue Seguineau, 33700 Mérignac",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Gendarmerie Nationale,"Moi, en ce qui me concerne, je suis contente d'avoir la gendarmerie nationale pas loin, ils sont compétents et souriant et je me sens en sécurité.","59 Rue Seguineau, 33700 Mérignac",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Gendarmerie Nationale,Pas d'accueil du public sur site. Zone urbaine sous compétence Police nationale.,"59 Rue Seguineau, 33700 Mérignac",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Gendarmerie Nationale,Mon ancien lieu de travail,"59 Rue Seguineau, 33700 Mérignac",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Gendarmerie Nationale,Bien,"59 Rue Seguineau, 33700 Mérignac",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Gendarmerie Nationale,Au top!,"59 Rue Seguineau, 33700 Mérignac",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Gendarmerie Nationale,Caserne de Gendarmerie,"59 Rue Seguineau, 33700 Mérignac",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Direction Zonale des CRS Sud-Ouest,"Un lieu où la douceur de vivre est en butte avec le constant renouvellement des procédures pandorales. Le vrombissement des motards prêts à surgir pour accompagner un fourgon cellulaire n'y parvient pas à masquer la tranquillité de coeur des hôtes de ces bois.
Pour y passer des vacances en toute quiétude c'est certainement un endroit à recommander.","Pt Chem. de Camparian, 33150 Cenon",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Direction Zonale des CRS Sud-Ouest,Formidable!!!,"Pt Chem. de Camparian, 33150 Cenon",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Hôtel De Police,"Réception pas très accueillante, il fais froid dans la nuit les voisin hurlent et on vous réveille à longueur de temps pour vous poser des questions,,
La nourriture est infâme je déconseille vraiment , a revoir .","5 Rue O' Quin, 64000 Pau",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Hôtel De Police,Alors pour commencer le transport était pas confortable j’avais les mains qui me serrer ensuite on m’a mis en gav mais la nourriture était degeulasse  il savent même pas faire des pâtes c’est grv ensuite mes voisin crier on dirait qu’il sencu*er entre eux ct csc    Il fessais froid et on se sens au presser et les lit sont vrm pas confort,"5 Rue O' Quin, 64000 Pau",il y a 7 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Périgueux,"Très efficaces la journée, il y a des policiers partout mais qu’en est-il la nuit ? Quand est-ce que les rodéos et cris vont cesser autour de la place Bugeaud ? Tous les habitants veulent et vont finir par partir
Et en plus on vous dégrade votre voiture…
S’il vous plaît intervenez la nuit même fenêtres fermées ce n’est pas acceptable","Rue du 4 Septembre, 24000 Périgueux",il y a 8 mois, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Périgueux,Ils sont venu me chercher tôt à la maison alors que je me levais pour aller jardiner ! De plus le chauffeur n’était pas bavard ! Arriver la bas jetait très mécontent car le lit était dur comme de la pierre et il yavais pas de télé ! Le …,"Rue du 4 Septembre, 24000 Périgueux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Périgueux,"Cellule plutôt confortable , Repas copieux , Room service au top Menotte de qualité et pas trop serré,  je conseil fortement cette établissement , hébergement se fait dans la gratuité et la bonne humeur …","Rue du 4 Septembre, 24000 Périgueux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Périgueux,vitesses excessive lotissement (103. 90 80 km/h )route a 50km/h chancelade 1 accident mortel  radars pédagogique installé par mairie dépôt de mains courante au commissariat ces messieurs ne ce déplacent pas certainement exténués par leur métier  riverains très en colères contre les force de l ordres qui apparemment n en sont plus,"Rue du 4 Septembre, 24000 Périgueux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Périgueux,"Je ne doute pas de l'efficacité de notre police et je la soutient par contre, lamentable l'accueil au commissariat de Périgueux par une jeune personne du sexe féminin, limite polie et correcte suite à la demande d'un renseignement de ma part. C'est dommage de donner cette image qui n'en a pas besoin en ce moment.","Rue du 4 Septembre, 24000 Périgueux",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Périgueux,"Bonjour, nous souhaitons remercier les agents de police rue du 4 septembre de Perigueux.
La réactivité d intervention sur un accrochage ""banal"" ce vendredi 30/07 vers …","Rue du 4 Septembre, 24000 Périgueux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Périgueux,"franchement la garde a vue a perigeux c'est pas la folie, menotte trop serrées, pas d'éclairage, néanmoins ya un matelas, c'est mieux que la pierre.","Rue du 4 Septembre, 24000 Périgueux",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Négatif
Commissariat de police de Périgueux,"Accueil chaleureux, le personnel est efficace et amical, je recommande vivement","Rue du 4 Septembre, 24000 Périgueux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Périgueux,"bravo !
intervention rapide sur un tapage nocturne a Périgueux.!.
on aimerait que ce soit partout pareil !","Rue du 4 Septembre, 24000 Périgueux",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Périgueux,"Un très bon accueil de la part du staff, bonne ambiance.","Rue du 4 Septembre, 24000 Périgueux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Périgueux,Superbe équipe de police qui nous protège en ce moment très propice. Merci messieurs mesdames les policiers d être là,"Rue du 4 Septembre, 24000 Périgueux",il y a 2 ans, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Périgueux,"Une équipe chill et compréhensif, un professionnalisme très appréciable","Rue du 4 Septembre, 24000 Périgueux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Périgueux,Un accueil et des locaux qui raviront petits et grands 👏 …,"Rue du 4 Septembre, 24000 Périgueux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
Commissariat de police de Périgueux,"Très bon service, réactif et professionnel 👍 …","Rue du 4 Septembre, 24000 Périgueux",il y a 1 an, Nouvelle-Aquitaine,45.4039367,0.3756199,Positif
